,I,II,III
867,-0.045,-0.06,-0.016
868,-0.047,-0.06,-0.013
869,-0.051,-0.06,-0.01
870,-0.05,-0.06,-0.01
871,-0.046,-0.056,-0.01
872,-0.044,-0.054,-0.011
873,-0.047,-0.056,-0.008
874,-0.05,-0.054,-0.005
875,-0.045,-0.05,-0.005
876,-0.045,-0.05,-0.005
877,-0.045,-0.05,-0.005
878,-0.045,-0.05,-0.005
879,-0.044,-0.049,-0.005
880,-0.04,-0.045,-0.005
881,-0.044,-0.045,-0.001
882,-0.045,-0.045,0.0
883,-0.045,-0.045,0.0
884,-0.044,-0.044,0.0
885,-0.04,-0.04,0.0
886,-0.04,-0.04,0.0
887,-0.04,-0.041,-0.001
888,-0.04,-0.038,0.002
889,-0.04,-0.035,0.005
890,-0.04,-0.035,0.005
891,-0.04,-0.035,0.005
892,-0.04,-0.036,0.005
893,-0.038,-0.033,0.005
894,-0.034,-0.03,0.005
895,-0.035,-0.03,0.005
896,-0.042,-0.03,0.013
897,-0.053,-0.032,0.021
898,-0.053,-0.024,0.029
899,-0.042,-0.005,0.037
900,-0.035,0.005,0.04
901,-0.042,-0.01,0.032
902,-0.051,-0.028,0.024
903,-0.059,-0.043,0.016
904,-0.067,-0.059,0.008
905,-0.07,-0.07,0.0
906,-0.067,-0.075,-0.008
907,-0.061,-0.075,-0.015
908,-0.063,-0.075,-0.012
909,-0.072,-0.075,-0.003
910,-0.075,-0.075,0.0
911,-0.067,-0.075,-0.008
912,-0.064,-0.078,-0.014
913,-0.064,-0.081,-0.016
914,-0.058,-0.08,-0.022
915,-0.05,-0.08,-0.03
916,-0.046,-0.08,-0.034
917,-0.042,-0.079,-0.038
918,-0.04,-0.082,-0.042
919,-0.04,-0.085,-0.045
920,-0.04,-0.085,-0.045
921,-0.04,-0.085,-0.045
922,-0.04,-0.085,-0.045
923,-0.04,-0.085,-0.045
924,-0.04,-0.085,-0.045
925,-0.04,-0.085,-0.045
926,-0.04,-0.085,-0.045
927,-0.043,-0.088,-0.045
928,-0.046,-0.091,-0.045
929,-0.045,-0.09,-0.045
930,-0.045,-0.09,-0.045
931,-0.045,-0.09,-0.045
932,-0.042,-0.09,-0.048
933,-0.04,-0.09,-0.051
934,-0.04,-0.09,-0.05
935,-0.04,-0.09,-0.05
936,-0.044,-0.094,-0.05
937,-0.045,-0.095,-0.05
938,-0.045,-0.095,-0.05
939,-0.045,-0.095,-0.05
940,-0.045,-0.095,-0.05
941,-0.045,-0.095,-0.05
942,-0.045,-0.095,-0.05
943,-0.045,-0.095,-0.05
944,-0.045,-0.095,-0.05
945,-0.045,-0.095,-0.05
946,-0.045,-0.091,-0.046
947,-0.045,-0.09,-0.045
948,-0.043,-0.088,-0.045
949,-0.039,-0.084,-0.045
950,-0.04,-0.085,-0.045
951,-0.045,-0.086,-0.041
952,-0.042,-0.082,-0.04
953,-0.04,-0.08,-0.04
954,-0.039,-0.079,-0.04
955,-0.035,-0.075,-0.04
956,-0.034,-0.075,-0.04
957,-0.039,-0.076,-0.037
958,-0.038,-0.073,-0.034
959,-0.035,-0.07,-0.035
960,-0.035,-0.07,-0.035
961,-0.031,-0.066,-0.035
962,-0.028,-0.064,-0.036
963,-0.036,-0.066,-0.03
964,-0.046,-0.064,-0.018
965,-0.05,-0.06,-0.01
966,-0.063,-0.061,0.001
967,-0.068,-0.054,0.014
968,-0.09,-0.081,0.008
969,-0.102,-0.119,-0.017
970,-0.075,-0.11,-0.035
971,-0.078,-0.11,-0.032
972,-0.078,-0.107,-0.029
973,-0.074,-0.104,-0.03
974,-0.075,-0.105,-0.03
975,-0.075,-0.105,-0.03
976,-0.071,-0.101,-0.03
977,-0.07,-0.1,-0.03
978,-0.068,-0.098,-0.03
979,-0.065,-0.095,-0.03
980,-0.065,-0.095,-0.03
981,-0.064,-0.094,-0.03
982,-0.075,-0.105,-0.03
983,-0.095,-0.125,-0.03
984,-0.105,-0.135,-0.03
985,-0.1,-0.13,-0.03
986,-0.1,-0.13,-0.03
987,-0.097,-0.127,-0.03
988,-0.095,-0.125,-0.03
989,-0.094,-0.124,-0.03
990,-0.09,-0.12,-0.03
991,-0.09,-0.12,-0.03
992,-0.087,-0.117,-0.03
993,-0.085,-0.115,-0.03
994,-0.084,-0.114,-0.03
995,-0.08,-0.11,-0.03
996,-0.08,-0.11,-0.03
997,-0.076,-0.107,-0.031
998,-0.077,-0.105,-0.028
999,-0.08,-0.104,-0.025
1000,-0.075,-0.1,-0.025
1001,-0.076,-0.101,-0.025
1002,-0.069,-0.094,-0.025
1003,-0.063,-0.088,-0.025
1004,-0.058,-0.083,-0.025
1005,-0.05,-0.075,-0.025
1006,-0.046,-0.071,-0.025
1007,-0.04,-0.065,-0.025
1008,-0.03,-0.055,-0.025
1009,-0.033,-0.058,-0.025
1010,-0.05,-0.075,-0.025
1011,-0.043,-0.068,-0.025
1012,-0.033,-0.058,-0.025
1013,-0.026,-0.051,-0.025
1014,-0.018,-0.043,-0.025
1015,-0.01,-0.035,-0.025
1016,-0.002,-0.027,-0.025
1017,0.003,-0.022,-0.025
1018,0.007,-0.018,-0.025
1019,0.011,-0.014,-0.025
1020,0.015,-0.01,-0.025
1021,0.019,-0.006,-0.025
1022,0.02,-0.005,-0.025
1023,0.021,-0.004,-0.025
1024,0.026,0.001,-0.025
1025,0.03,0.005,-0.025
1026,0.034,0.005,-0.029
1027,0.037,0.008,-0.03
1028,0.044,0.012,-0.032
1029,0.051,0.016,-0.035
1030,0.05,0.015,-0.035
1031,0.043,0.003,-0.039
1032,0.032,-0.007,-0.039
1033,0.032,-0.013,-0.046
1034,0.043,-0.023,-0.065
1035,0.045,-0.035,-0.08
1036,0.029,-0.043,-0.072
1037,0.016,-0.051,-0.067
1038,0.003,-0.058,-0.061
1039,-0.006,-0.06,-0.054
1040,-0.01,-0.06,-0.05
1041,-0.019,-0.06,-0.042
1042,-0.021,-0.058,-0.037
1043,-0.034,-0.067,-0.033
1044,-0.053,-0.083,-0.03
1045,-0.055,-0.085,-0.03
1046,-0.054,-0.085,-0.03
1047,-0.058,-0.085,-0.027
1048,-0.06,-0.084,-0.024
1049,-0.061,-0.087,-0.025
1050,-0.07,-0.095,-0.025
1051,-0.077,-0.098,-0.021
1052,-0.094,-0.113,-0.019
1053,-0.1,-0.12,-0.021
1054,-0.095,-0.114,-0.019
1055,-0.1,-0.115,-0.015
1056,-0.1,-0.115,-0.015
1057,-0.1,-0.115,-0.016
1058,-0.1,-0.113,-0.013
1059,-0.1,-0.11,-0.01
1060,-0.1,-0.11,-0.01
1061,-0.1,-0.11,-0.01
1062,-0.103,-0.11,-0.007
1063,-0.106,-0.11,-0.004
1064,-0.104,-0.109,-0.005
1065,-0.1,-0.105,-0.005
1066,-0.104,-0.105,-0.001
1067,-0.105,-0.105,0.0
1068,-0.105,-0.105,0.0
1069,-0.105,-0.104,0.0
1070,-0.1,-0.1,0.0
1071,-0.089,-0.1,-0.011
1072,-0.074,-0.1,-0.026
1073,-0.072,-0.1,-0.028
1074,-0.083,-0.1,-0.018
1075,-0.09,-0.1,-0.01
1076,-0.093,-0.095,-0.002
1077,-0.105,-0.099,0.006
1078,-0.092,-0.078,0.014
1079,-0.05,-0.028,0.022
1080,-0.015,0.015,0.03
1081,0.026,0.063,0.037
1082,0.053,0.107,0.053
1083,0.082,0.16,0.078
1084,0.154,0.245,0.091
1085,0.265,0.35,0.085
1086,0.352,0.437,0.085
1087,0.46,0.542,0.083
1088,0.575,0.688,0.113
1089,0.665,0.858,0.193
1090,0.74,1.02,0.28
1091,0.799,1.133,0.334
1092,0.753,1.177,0.424
1093,0.614,1.192,0.578
1094,0.503,1.164,0.661
1095,0.435,1.02,0.585
1096,0.237,0.764,0.527
1097,0.104,0.575,0.472
1098,0.037,0.446,0.409
1099,-0.022,0.329,0.351
1100,-0.065,0.23,0.295
1101,-0.111,0.125,0.236
1102,-0.101,0.07,0.171
1103,-0.094,0.035,0.129
1104,-0.112,-0.001,0.11
1105,-0.105,-0.015,0.09
1106,-0.104,-0.031,0.073
1107,-0.11,-0.049,0.061
1108,-0.121,-0.074,0.047
1109,-0.123,-0.091,0.031
1110,-0.105,-0.085,0.02
1111,-0.1,-0.085,0.016
1112,-0.097,-0.085,0.012
1113,-0.093,-0.085,0.008
1114,-0.089,-0.085,0.004
1115,-0.085,-0.085,0.0
1116,-0.081,-0.085,-0.004
1117,-0.076,-0.085,-0.009
1118,-0.077,-0.085,-0.008
1119,-0.088,-0.085,0.003
1120,-0.095,-0.085,0.01
1121,-0.091,-0.084,0.006
1122,-0.092,-0.09,0.002
1123,-0.099,-0.1,-0.002
1124,-0.099,-0.105,-0.006
1125,-0.09,-0.1,-0.01
1126,-0.09,-0.1,-0.01
1127,-0.088,-0.1,-0.013
1128,-0.083,-0.1,-0.017
1129,-0.079,-0.1,-0.021
1130,-0.075,-0.1,-0.025
1131,-0.067,-0.096,-0.029
1132,-0.064,-0.095,-0.031
1133,-0.067,-0.095,-0.028
1134,-0.061,-0.095,-0.034
1135,-0.04,-0.095,-0.055
1136,-0.039,-0.095,-0.056
1137,-0.041,-0.096,-0.054
1138,-0.038,-0.093,-0.055
1139,-0.035,-0.09,-0.055
1140,-0.035,-0.09,-0.055
1141,-0.035,-0.09,-0.055
1142,-0.035,-0.09,-0.055
1143,-0.035,-0.09,-0.055
1144,-0.034,-0.089,-0.055
1145,-0.03,-0.085,-0.055
1146,-0.03,-0.085,-0.055
1147,-0.03,-0.085,-0.055
1148,-0.03,-0.085,-0.055
1149,-0.03,-0.085,-0.055
1150,-0.03,-0.085,-0.055
1151,-0.03,-0.085,-0.055
1152,-0.027,-0.082,-0.055
1153,-0.024,-0.079,-0.055
1154,-0.025,-0.08,-0.055
1155,-0.025,-0.08,-0.055
1156,-0.025,-0.08,-0.055
1157,-0.025,-0.08,-0.055
1158,-0.025,-0.08,-0.055
1159,-0.024,-0.079,-0.055
1160,-0.02,-0.075,-0.055
1161,-0.02,-0.075,-0.055
1162,-0.02,-0.075,-0.056
1163,-0.022,-0.075,-0.053
1164,-0.025,-0.075,-0.05
1165,-0.025,-0.075,-0.05
1166,-0.03,-0.075,-0.046
1167,-0.027,-0.072,-0.045
1168,-0.026,-0.069,-0.043
1169,-0.031,-0.07,-0.039
1170,-0.03,-0.07,-0.04
1171,-0.023,-0.07,-0.047
1172,-0.007,-0.07,-0.063
1173,0.003,-0.071,-0.074
1174,0.006,-0.069,-0.075
1175,0.015,-0.06,-0.075
1176,0.023,-0.052,-0.075
1177,0.031,-0.044,-0.075
1178,0.039,-0.036,-0.075
1179,0.047,-0.028,-0.075
1180,0.055,-0.02,-0.075
1181,0.059,-0.016,-0.075
1182,0.066,-0.009,-0.075
1183,0.073,-0.002,-0.075
1184,0.076,0.001,-0.075
1185,0.08,0.005,-0.075
1186,0.088,0.013,-0.075
1187,0.094,0.019,-0.075
1188,0.097,0.022,-0.075
1189,0.102,0.027,-0.075
1190,0.11,0.035,-0.075
1191,0.119,0.044,-0.075
1192,0.12,0.045,-0.075
1193,0.138,0.063,-0.075
1194,0.164,0.089,-0.075
1195,0.165,0.09,-0.075
1196,0.169,0.089,-0.079
1197,0.174,0.093,-0.08
1198,0.175,0.095,-0.08
1199,0.176,0.096,-0.08
1200,0.18,0.1,-0.08
1201,0.174,0.099,-0.076
1202,0.186,0.112,-0.075
1203,0.199,0.124,-0.075
1204,0.218,0.143,-0.075
1205,0.25,0.175,-0.075
1206,0.244,0.173,-0.071
1207,0.235,0.166,-0.07
1208,0.251,0.181,-0.07
1209,0.274,0.204,-0.07
1210,0.28,0.21,-0.07
1211,0.286,0.216,-0.07
1212,0.275,0.208,-0.067
1213,0.288,0.223,-0.064
1214,0.313,0.248,-0.065
1215,0.305,0.24,-0.065
1216,0.3,0.236,-0.065
1217,0.298,0.232,-0.066
1218,0.289,0.227,-0.062
1219,0.278,0.225,-0.053
1220,0.275,0.225,-0.05
1221,0.267,0.221,-0.046
1222,0.259,0.217,-0.042
1223,0.251,0.213,-0.038
1224,0.243,0.209,-0.034
1225,0.235,0.205,-0.03
1226,0.231,0.206,-0.026
1227,0.225,0.2,-0.025
1228,0.214,0.191,-0.023
1229,0.202,0.183,-0.02
1230,0.195,0.175,-0.02
1231,0.188,0.172,-0.016
1232,0.172,0.157,-0.015
1233,0.147,0.134,-0.013
1234,0.126,0.116,-0.01
1235,0.115,0.105,-0.01
1236,0.103,0.097,-0.006
1237,0.091,0.086,-0.005
1238,0.079,0.076,-0.003
1239,0.067,0.067,0.001
1240,0.055,0.055,0.0
1241,0.047,0.047,0.0
1242,0.036,0.039,0.003
1243,0.025,0.031,0.006
1244,0.018,0.023,0.005
1245,0.01,0.015,0.005
1246,-0.002,0.007,0.009
1247,-0.011,-0.001,0.01
1248,-0.019,-0.009,0.01
1249,-0.027,-0.017,0.01
1250,-0.035,-0.025,0.01
1251,-0.035,-0.033,0.002
1252,-0.038,-0.041,-0.004
1253,-0.041,-0.048,-0.007
1254,-0.038,-0.05,-0.011
1255,-0.03,-0.045,-0.015
1256,-0.029,-0.04,-0.011
1257,-0.031,-0.04,-0.009
1258,-0.028,-0.038,-0.011
1259,-0.026,-0.035,-0.009
1260,-0.03,-0.035,-0.005
1261,-0.027,-0.031,-0.005
1262,-0.021,-0.026,-0.005
1263,-0.02,-0.025,-0.005
1264,-0.02,-0.024,-0.004
1265,-0.02,-0.02,0.0
1266,-0.019,-0.019,0.0
1267,-0.027,-0.027,0.0
1268,-0.046,-0.046,0.0
1269,-0.063,-0.062,0.001
1270,-0.065,-0.06,0.005
1271,-0.065,-0.06,0.005
1272,-0.064,-0.06,0.004
1273,-0.067,-0.06,0.007
1274,-0.07,-0.06,0.01
1275,-0.07,-0.06,0.01
1276,-0.07,-0.06,0.01
1277,-0.069,-0.06,0.009
1278,-0.072,-0.06,0.012
1279,-0.075,-0.06,0.015
1280,-0.075,-0.06,0.015
1281,-0.075,-0.06,0.015
1282,-0.075,-0.06,0.015
1283,-0.077,-0.06,0.017
1284,-0.08,-0.06,0.02
1285,-0.08,-0.06,0.02
1286,-0.08,-0.06,0.02
1287,-0.083,-0.06,0.023
1288,-0.085,-0.06,0.025
1289,-0.085,-0.06,0.025
1290,-0.085,-0.06,0.025
1291,-0.085,-0.06,0.025
1292,-0.088,-0.06,0.028
1293,-0.091,-0.06,0.031
1294,-0.09,-0.06,0.03
1295,-0.09,-0.06,0.03
1296,-0.09,-0.06,0.03
1297,-0.09,-0.057,0.033
1298,-0.089,-0.053,0.036
1299,-0.083,-0.049,0.035
1300,-0.08,-0.045,0.035
1301,-0.084,-0.045,0.039
1302,-0.083,-0.043,0.04
1303,-0.077,-0.037,0.04
1304,-0.075,-0.035,0.04
1305,-0.075,-0.035,0.04
1306,-0.076,-0.031,0.044
1307,-0.072,-0.026,0.045
1308,-0.07,-0.025,0.045
1309,-0.069,-0.024,0.045
1310,-0.065,-0.02,0.045
1311,-0.069,-0.02,0.049
1312,-0.071,-0.021,0.05
1313,-0.068,-0.018,0.05
1314,-0.065,-0.015,0.05
1315,-0.065,-0.015,0.05
1316,-0.065,-0.015,0.05
1317,-0.066,-0.016,0.05
1318,-0.063,-0.013,0.05
1319,-0.06,-0.01,0.05
1320,-0.06,-0.01,0.05
1321,-0.06,-0.01,0.05
1322,-0.06,-0.01,0.05
1323,-0.058,-0.008,0.05
1324,-0.055,-0.005,0.05
1325,-0.055,-0.005,0.05
1326,-0.055,-0.005,0.05
1327,-0.052,-0.002,0.05
1328,-0.05,0.0,0.05
1329,-0.05,0.0,0.05
1330,-0.05,0.0,0.05
1331,-0.05,0.0,0.05
1332,-0.047,0.003,0.05
1333,-0.044,0.006,0.05
1334,-0.045,0.005,0.05
1335,-0.045,0.005,0.05
1336,-0.044,0.005,0.05
1337,-0.049,0.002,0.051
1338,-0.049,-0.001,0.048
1339,-0.044,0.0,0.045
1340,-0.045,0.0,0.045
1341,-0.045,0.0,0.045
1342,-0.045,0.0,0.045
1343,-0.045,0.0,0.045
1344,-0.046,-0.001,0.045
1345,-0.05,-0.005,0.045
1346,-0.051,-0.005,0.045
1347,-0.047,-0.005,0.042
1348,-0.044,-0.005,0.039
1349,-0.045,-0.005,0.04
1350,-0.045,-0.005,0.04
1351,-0.045,-0.005,0.04
1352,-0.048,-0.008,0.04
1353,-0.05,-0.011,0.04
1354,-0.05,-0.01,0.04
1355,-0.05,-0.01,0.04
1356,-0.046,-0.01,0.036
1357,-0.045,-0.01,0.035
1358,-0.045,-0.01,0.035
1359,-0.046,-0.011,0.035
1360,-0.05,-0.015,0.035
1361,-0.055,-0.02,0.035
1362,-0.055,-0.02,0.035
1363,-0.057,-0.022,0.035
1364,-0.061,-0.025,0.035
1365,-0.06,-0.025,0.035
1366,-0.059,-0.029,0.031
1367,-0.063,-0.034,0.03
1368,-0.065,-0.035,0.03
1369,-0.066,-0.036,0.03
1370,-0.07,-0.04,0.03
1371,-0.07,-0.04,0.03
1372,-0.073,-0.043,0.03
1373,-0.076,-0.046,0.03
1374,-0.075,-0.045,0.03
1375,-0.075,-0.045,0.03
1376,-0.079,-0.049,0.03
1377,-0.08,-0.05,0.03
1378,-0.081,-0.05,0.03
1379,-0.078,-0.049,0.029
1380,-0.07,-0.045,0.025
1381,-0.07,-0.045,0.025
1382,-0.067,-0.042,0.025
1383,-0.064,-0.039,0.025
1384,-0.065,-0.04,0.025
1385,-0.065,-0.04,0.025
1386,-0.061,-0.036,0.025
1387,-0.059,-0.034,0.025
1388,-0.061,-0.036,0.025
1389,-0.059,-0.034,0.025
1390,-0.055,-0.03,0.025
1391,-0.055,-0.03,0.025
1392,-0.055,-0.031,0.024
1393,-0.055,-0.028,0.027
1394,-0.055,-0.025,0.03
1395,-0.055,-0.025,0.03
1396,-0.055,-0.025,0.03
1397,-0.052,-0.022,0.03
1398,-0.049,-0.019,0.03
1399,-0.051,-0.02,0.031
1400,-0.055,-0.02,0.035
1401,-0.055,-0.02,0.035
1402,-0.055,-0.021,0.035
1403,-0.053,-0.018,0.035
1404,-0.05,-0.015,0.035
1405,-0.05,-0.015,0.035
1406,-0.05,-0.015,0.035
1407,-0.05,-0.015,0.035
1408,-0.049,-0.014,0.035
1409,-0.051,-0.016,0.035
1410,-0.06,-0.025,0.035
1411,-0.069,-0.034,0.035
1412,-0.068,-0.033,0.035
1413,-0.064,-0.029,0.035
1414,-0.065,-0.03,0.035
1415,-0.065,-0.03,0.035
1416,-0.065,-0.03,0.035
1417,-0.062,-0.027,0.035
1418,-0.059,-0.024,0.035
1419,-0.06,-0.025,0.035
1420,-0.06,-0.025,0.035
1421,-0.06,-0.025,0.035
1422,-0.057,-0.022,0.035
1423,-0.053,-0.019,0.034
1424,-0.048,-0.02,0.028
1425,-0.045,-0.02,0.025
1426,-0.061,-0.02,0.042
1427,-0.067,-0.021,0.047
1428,-0.062,-0.018,0.044
1429,-0.06,-0.015,0.045
1430,-0.06,-0.015,0.045
1431,-0.06,-0.015,0.045
1432,-0.061,-0.016,0.045
1433,-0.058,-0.013,0.045
1434,-0.055,-0.01,0.045
1435,-0.055,-0.01,0.045
1436,-0.055,-0.01,0.045
1437,-0.055,-0.01,0.045
1438,-0.055,-0.01,0.045
1439,-0.054,-0.009,0.045
1440,-0.05,-0.005,0.045
1441,-0.046,-0.001,0.045
1442,-0.042,0.003,0.045
1443,-0.038,0.007,0.045
1444,-0.034,0.011,0.045
1445,-0.03,0.015,0.045
1446,-0.032,0.013,0.045
1447,-0.017,0.028,0.045
1448,-0.009,0.036,0.045
1449,-0.017,0.028,0.045
1450,-0.015,0.03,0.045
1451,0.011,0.056,0.045
1452,0.016,0.06,0.045
1453,0.021,0.067,0.046
1454,0.047,0.091,0.044
1455,0.06,0.105,0.045
1456,0.027,0.094,0.067
1457,0.017,0.084,0.067
1458,0.019,0.074,0.055
1459,0.014,0.063,0.048
1460,0.015,0.055,0.04
1461,0.011,0.043,0.032
1462,0.007,0.031,0.024
1463,0.02,0.035,0.016
1464,0.037,0.046,0.009
1465,0.035,0.04,0.005
1466,0.035,0.036,0.001
1467,0.035,0.032,-0.003
1468,0.036,0.028,-0.008
1469,0.033,0.024,-0.009
1470,0.02,0.02,0.0
1471,0.008,0.017,0.009
1472,-0.007,0.006,0.013
1473,-0.023,-0.005,0.018
1474,-0.039,-0.012,0.027
1475,-0.055,-0.02,0.035
1476,-0.066,-0.026,0.04
1477,-0.087,-0.05,0.037
1478,-0.096,-0.062,0.034
1479,-0.088,-0.053,0.035
1480,-0.085,-0.05,0.035
1481,-0.085,-0.05,0.035
1482,-0.083,-0.047,0.036
1483,-0.077,-0.043,0.033
1484,-0.068,-0.038,0.03
1485,-0.07,-0.04,0.03
1486,-0.104,-0.074,0.03
1487,-0.11,-0.08,0.03
1488,-0.103,-0.073,0.03
1489,-0.106,-0.076,0.03
1490,-0.105,-0.075,0.03
1491,-0.097,-0.071,0.026
1492,-0.094,-0.07,0.025
1493,-0.095,-0.07,0.025
1494,-0.095,-0.07,0.025
1495,-0.095,-0.07,0.025
1496,-0.091,-0.066,0.025
1497,-0.086,-0.064,0.022
1498,-0.085,-0.066,0.019
1499,-0.084,-0.064,0.02
1500,-0.08,-0.06,0.02
1501,-0.08,-0.06,0.02
1502,-0.081,-0.061,0.02
1503,-0.079,-0.058,0.021
1504,-0.082,-0.064,0.018
1505,-0.1,-0.09,0.01
1506,-0.117,-0.111,0.006
1507,-0.089,-0.09,0.0
1508,-0.043,-0.053,-0.01
1509,-0.016,-0.022,-0.007
1510,-0.005,0.01,0.015
1511,0.011,0.043,0.032
1512,0.022,0.066,0.044
1513,0.045,0.103,0.058
1514,0.086,0.168,0.082
1515,0.145,0.25,0.105
1516,0.245,0.344,0.099
1517,0.331,0.45,0.12
1518,0.416,0.56,0.144
1519,0.513,0.692,0.179
1520,0.6,0.865,0.265
1521,0.675,1.035,0.36
1522,0.645,1.109,0.464
1523,0.553,1.132,0.578
1524,0.454,1.173,0.719
1525,0.345,1.175,0.83
1526,0.242,0.999,0.757
1527,0.125,0.768,0.642
1528,0.009,0.577,0.568
1529,-0.096,0.422,0.518
1530,-0.18,0.285,0.465
1531,-0.194,0.196,0.39
1532,-0.177,0.136,0.313
1533,-0.182,0.071,0.253
1534,-0.178,0.023,0.201
1535,-0.135,0.015,0.15
1536,-0.129,0.003,0.132
1537,-0.128,-0.006,0.121
1538,-0.124,-0.015,0.109
1539,-0.125,-0.028,0.097
1540,-0.125,-0.04,0.085
1541,-0.126,-0.049,0.077
1542,-0.12,-0.051,0.069
1543,-0.126,-0.065,0.061
1544,-0.134,-0.081,0.053
1545,-0.12,-0.075,0.045
1546,-0.111,-0.075,0.037
1547,-0.107,-0.075,0.032
1548,-0.103,-0.075,0.028
1549,-0.098,-0.074,0.024
1550,-0.09,-0.07,0.02
1551,-0.086,-0.07,0.016
1552,-0.081,-0.07,0.011
1553,-0.08,-0.07,0.01
1554,-0.079,-0.069,0.009
1555,-0.07,-0.065,0.005
1556,-0.066,-0.065,0.001
1557,-0.062,-0.065,-0.003
1558,-0.057,-0.065,-0.007
1559,-0.055,-0.065,-0.01
1560,-0.055,-0.065,-0.01
1561,-0.047,-0.061,-0.014
1562,-0.044,-0.06,-0.015
1563,-0.045,-0.06,-0.015
1564,-0.045,-0.06,-0.015
1565,-0.045,-0.06,-0.015
1566,-0.037,-0.056,-0.019
1567,-0.034,-0.055,-0.02
1568,-0.035,-0.055,-0.02
1569,-0.035,-0.055,-0.02
1570,-0.035,-0.055,-0.02
1571,-0.029,-0.053,-0.024
1572,-0.042,-0.068,-0.025
1573,-0.05,-0.075,-0.025
1574,-0.044,-0.069,-0.025
1575,-0.045,-0.07,-0.025
1576,-0.041,-0.066,-0.025
1577,-0.037,-0.065,-0.028
1578,-0.033,-0.063,-0.031
1579,-0.03,-0.06,-0.03
1580,-0.03,-0.06,-0.03
1581,-0.026,-0.056,-0.03
1582,-0.022,-0.055,-0.033
1583,-0.018,-0.053,-0.036
1584,-0.015,-0.05,-0.035
1585,-0.015,-0.05,-0.035
1586,-0.011,-0.046,-0.035
1587,-0.011,-0.045,-0.034
1588,-0.006,-0.043,-0.037
1589,0.001,-0.04,-0.04
1590,0.0,-0.04,-0.04
1591,0.004,-0.036,-0.04
1592,0.009,-0.035,-0.043
1593,0.01,-0.035,-0.045
1594,0.01,-0.035,-0.045
1595,0.01,-0.035,-0.045
1596,0.008,-0.035,-0.043
1597,0.022,-0.035,-0.057
1598,0.034,-0.035,-0.069
1599,0.036,-0.034,-0.07
1600,0.04,-0.03,-0.07
1601,0.04,-0.03,-0.07
1602,0.04,-0.03,-0.07
1603,0.04,-0.03,-0.07
1604,0.04,-0.03,-0.07
1605,0.04,-0.03,-0.07
1606,0.04,-0.03,-0.07
1607,0.039,-0.031,-0.07
1608,0.043,-0.026,-0.07
1609,0.052,-0.019,-0.071
1610,0.06,-0.015,-0.075
1611,0.069,-0.006,-0.075
1612,0.071,-0.004,-0.075
1613,0.086,0.011,-0.075
1614,0.118,0.043,-0.075
1615,0.14,0.065,-0.075
1616,0.145,0.07,-0.075
1617,0.145,0.07,-0.075
1618,0.145,0.07,-0.075
1619,0.146,0.071,-0.075
1620,0.15,0.075,-0.075
1621,0.155,0.075,-0.079
1622,0.154,0.074,-0.08
1623,0.159,0.077,-0.082
1624,0.166,0.08,-0.085
1625,0.165,0.08,-0.085
1626,0.17,0.08,-0.089
1627,0.168,0.078,-0.09
1628,0.179,0.087,-0.092
1629,0.199,0.103,-0.095
1630,0.205,0.11,-0.095
1631,0.209,0.114,-0.095
1632,0.217,0.122,-0.095
1633,0.235,0.141,-0.095
1634,0.254,0.158,-0.096
1635,0.26,0.16,-0.1
1636,0.26,0.16,-0.1
1637,0.261,0.161,-0.1
1638,0.257,0.158,-0.1
1639,0.265,0.165,-0.1
1640,0.29,0.19,-0.1
1641,0.288,0.196,-0.092
1642,0.281,0.194,-0.086
1643,0.281,0.197,-0.084
1644,0.278,0.2,-0.078
1645,0.27,0.2,-0.07
1646,0.271,0.206,-0.066
1647,0.292,0.23,-0.062
1648,0.3,0.241,-0.058
1649,0.287,0.233,-0.054
1650,0.28,0.23,-0.05
1651,0.281,0.23,-0.05
1652,0.274,0.228,-0.047
1653,0.267,0.222,-0.045
1654,0.265,0.22,-0.045
1655,0.26,0.22,-0.04
1656,0.248,0.212,-0.035
1657,0.239,0.204,-0.035
1658,0.229,0.196,-0.033
1659,0.218,0.188,-0.03
1660,0.21,0.18,-0.03
1661,0.198,0.172,-0.026
1662,0.189,0.164,-0.025
1663,0.181,0.156,-0.025
1664,0.174,0.149,-0.025
1665,0.17,0.145,-0.025
1666,0.162,0.136,-0.025
1667,0.156,0.134,-0.022
1668,0.137,0.117,-0.019
1669,0.101,0.081,-0.02
1670,0.075,0.055,-0.02
1671,0.066,0.046,-0.02
1672,0.059,0.039,-0.02
1673,0.051,0.031,-0.02
1674,0.042,0.023,-0.019
1675,0.03,0.015,-0.015
1676,0.021,0.007,-0.015
1677,0.017,0.002,-0.015
1678,0.011,-0.004,-0.015
1679,0.004,-0.012,-0.015
1680,0.0,-0.015,-0.015
1681,-0.008,-0.018,-0.011
1682,-0.017,-0.026,-0.01
1683,-0.022,-0.032,-0.01
1684,-0.027,-0.037,-0.01
1685,-0.03,-0.04,-0.01
1686,-0.019,-0.029,-0.01
1687,-0.005,-0.015,-0.011
1688,-0.014,-0.022,-0.008
1689,-0.041,-0.045,-0.005
1690,-0.055,-0.06,-0.005
1691,-0.06,-0.065,-0.005
1692,-0.06,-0.065,-0.005
1693,-0.062,-0.067,-0.005
1694,-0.066,-0.07,-0.004
1695,-0.07,-0.07,0.0
1696,-0.074,-0.074,0.0
1697,-0.076,-0.076,0.0
1698,-0.073,-0.073,0.0
